respondent_id,age_group,gender,occupation,city_tier,monthly_income,income_range,education_level,fitness_goal,fitness_level,workout_frequency,workout_consistency,daily_steps,sleep_hours,sleep_quality,stress_level,diet_quality,water_intake,health_concern_level,medical_fitness_goal,uses_fitness_app,uses_wearable,past_smartwatch_owner,digital_adoption_level,trust_in_health_data,privacy_concern_level,app_notification_preference,pref_sleep_tracking,pref_stress_monitoring,pref_hydration_reminder,pref_heart_rate,pref_diet_suggestion,pref_workout_plan,pref_personalized_report,battery_life_importance,design_importance,brand_preference,monthly_health_spend,preferred_price_range,willingness_to_pay,payment_preference,discount_sensitivity,subscription_willingness,purchase_intention,likely_to_purchase,upgrade_intention,family_influence,social_media_influence,referrals_made,health_concern_score,fitness_readiness_score,lifestyle_risk_score,digital_adoption_score,price_sensitivity_score,purchase_potential_score,engagement_score,sleep_stress_risk_category,budget_segment,customer_value_segment,feedback_text
FT100996,25-34,Female,Working Professional,Tier 1,60600.0,50K-1L,High School,General Fitness,Beginner,3,Medium,4600,7.5,Average,Medium,Average,1.2,Medium,Yes,Yes,No,No,High,Medium,Low,Frequent,No,Yes,Yes,No,Yes,Yes,Yes,Medium,Low,Budget / Value,1150.0,3K-6K,4900,Full Payment,High,Yes,4,Yes,No,Medium,High,3,52.3,39.5,48.0,61.9,86.1,55.2,76.1,Moderate,Budget,Medium Value,"Affordable, lightweight and the companion app is very beginner friendly."
FT100997,18-24,Male,Student,Tier 2,24400.0,< 25K,Diploma,Weight Loss,Beginner,1,Low,3700,4.8,Poor,High,Poor,3.2,High,No,Yes,No,No,Medium,Medium,Low,Moderate,No,Yes,No,No,Yes,Yes,No,High,Medium,No Preference,520.0,3K-6K,4500,Full Payment,Low,No,4,Yes,No,High,Low,2,88.5,18.6,90.0,45.2,49.6,61.5,54.7,High,Budget,Medium Value,Comfortable to wear all day and the stress tracking is genuinely useful.
FT100998,55+,Male,Homemaker,Tier 2,19400.0,< 25K,High School,General Fitness,Beginner,2,Medium,6000,6.0,Poor,Medium,Poor,2.3,Medium,Yes,Yes,No,No,Medium,High,High,Minimal,Yes,Yes,Yes,No,No,Yes,Yes,Medium,Medium,Budget / Value,960.0,< 3K,2100,Full Payment,High,No,2,No,Yes,Medium,Low,0,69.7,36.7,68.6,44.7,98.2,33.1,56.1,High,Budget,Low Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
FT100999,18-24,Female,Student,Tier 2,21600.0,< 25K,Graduate,Stress Management,Intermediate,3,Medium,5700,6.2,Average,Medium,Poor,2.5,Medium,No,Yes,No,No,Medium,High,Medium,Minimal,No,Yes,Yes,Yes,No,No,Yes,High,Medium,Budget / Value,450.0,3K-6K,4200,Full Payment,Medium,No,3,No,No,Low,Low,1,62.0,46.5,59.5,56.9,75.6,50.7,56.1,Moderate,Budget,Medium Value,Heart rate monitoring feels reliable and the hydration reminders really help.
FT101000,18-24,Female,Working Professional,Tier 3,31300.0,25K-50K,High School,Weight Loss,Intermediate,5,High,6400,7.3,Good,Medium,Poor,2.3,Medium,No,Yes,Yes,Yes,High,Medium,Medium,Moderate,Yes,No,No,Yes,Yes,No,Yes,High,High,Budget / Value,1160.0,3K-6K,4200,Full Payment,Medium,No,3,No,No,High,Medium,1,46.7,55.8,41.5,81.6,66.5,49.5,71.7,Low,Budget,Medium Value,The battery life is excellent and lasts almost a week on a single charge.
FT101001,25-34,Female,Working Professional,Tier 3,29100.0,25K-50K,Graduate,Stress Management,Beginner,2,Medium,5100,6.0,Poor,Medium,Poor,1.9,High,Yes,Yes,Yes,No,Low,Medium,Medium,Moderate,Yes,Yes,No,Yes,Yes,No,Yes,Low,High,Premium / Trusted,1250.0,3K-6K,5400,Full Payment,High,No,4,Yes,No,Medium,Medium,0,76.5,25.9,68.3,61.7,94.1,66.7,69.0,High,Mid-Range,Medium Value,"It works as expected, neither impressed nor disappointed so far."
FT101002,18-24,Female,Student,Tier 2,22400.0,< 25K,Graduate,Weight Loss,Beginner,1,Low,6000,6.7,Good,Medium,Good,1.4,Low,Yes,No,No,Yes,Medium,High,Low,Minimal,Yes,Yes,Yes,No,Yes,No,Yes,High,Medium,No Preference,1190.0,3K-6K,4800,Full Payment,Medium,Yes,3,No,No,Low,Medium,0,41.2,32.3,44.4,35.0,70.6,39.9,37.7,Low,Budget,Low Value,"The watch is okay, does the basic job of counting steps."
FT101003,18-24,Female,Student,Tier 2,14100.0,< 25K,Graduate,Better Sleep,Beginner,1,Low,4200,6.1,Average,Medium,Poor,2.5,Medium,Yes,No,No,No,High,High,Medium,Moderate,Yes,Yes,Yes,No,Yes,No,No,Medium,Low,Budget / Value,140.0,< 3K,2500,Full Payment,Medium,No,3,No,No,Low,Low,1,65.0,33.0,64.5,47.2,77.8,39.9,44.7,Moderate,Budget,Low Value,Hard to set up for beginners and too many confusing notifications.
FT101004,25-34,Female,Working Professional,Tier 3,24200.0,< 25K,Diploma,Medical / Recovery,Intermediate,3,Medium,6400,7.0,Poor,High,Good,1.9,High,Yes,Yes,No,No,High,High,Low,Minimal,Yes,Yes,Yes,Yes,No,No,Yes,Medium,High,Premium / Trusted,1530.0,6K-10K,6300,Full Payment,Medium,Yes,5,Yes,Yes,Medium,High,2,70.5,39.2,58.7,69.0,70.9,75.1,64.6,High,Mid-Range,Medium Value,"Design is decent, battery is average, app could improve a little."
FT101005,25-34,Male,Self-Employed,Tier 3,51900.0,50K-1L,Post Graduate,Weight Loss,Intermediate,4,High,6800,6.0,Poor,High,Average,2.0,High,No,No,No,Yes,Medium,Medium,Medium,Minimal,Yes,Yes,No,Yes,No,No,No,High,Medium,Premium / Trusted,2400.0,3K-6K,5200,Full Payment,Medium,No,3,No,No,Low,Low,0,61.6,50.3,58.7,26.2,62.2,38.2,26.0,High,Mid-Range,Low Value,"Reasonable device for the price, a few features could be better."
FT101006,45-54,Male,Working Professional,Tier 2,49000.0,25K-50K,Graduate,General Fitness,Advanced,6,High,8000,6.9,Average,Low,Average,3.7,Low,No,No,No,No,Low,Low,Low,Moderate,Yes,No,No,Yes,No,No,No,Low,High,Premium / Trusted,2530.0,3K-6K,5100,Full Payment,High,Yes,2,No,Yes,Low,Low,0,36.9,73.8,33.3,15.3,86.7,18.4,24.9,Low,Mid-Range,Low Value,Sleep tracking data seems wrong and the design feels cheap.
FT101007,25-34,Male,Working Professional,Tier 1,56900.0,50K-1L,High School,General Fitness,Advanced,4,High,5700,6.1,Poor,High,Average,2.3,Medium,No,Yes,No,No,High,High,Medium,Moderate,No,No,Yes,No,No,Yes,Yes,Medium,High,Budget / Value,1930.0,6K-10K,7100,Full Payment,Low,Yes,3,Yes,Yes,High,Medium,0,69.2,47.5,67.8,69.2,46.1,52.5,63.1,High,Mid-Range,Medium Value,"Design is decent, battery is average, app could improve a little."
FT101008,35-44,Male,Working Professional,Tier 1,94300.0,50K-1L,Graduate,Better Sleep,Beginner,2,Medium,2200,5.7,Poor,High,Average,2.3,High,No,No,No,No,Low,Low,Low,Moderate,No,No,No,Yes,No,No,No,Medium,High,Premium / Trusted,1490.0,6K-10K,7800,Full Payment,High,No,4,Yes,No,High,Medium,4,77.4,15.7,69.7,23.4,81.2,56.6,23.5,High,Mid-Range,Medium Value,"Average experience overall, nothing special but works fine."
FT101009,25-34,Male,Self-Employed,Tier 3,42900.0,25K-50K,Graduate,Muscle Gain,Beginner,2,Medium,7300,7.2,Average,Medium,Poor,1.9,Low,Yes,No,No,Yes,Low,Medium,Low,Minimal,No,Yes,Yes,Yes,Yes,Yes,Yes,Medium,Medium,No Preference,2400.0,< 3K,2100,Full Payment,High,No,3,Yes,Yes,Medium,Low,3,55.3,41.1,63.3,21.3,80.5,53.0,37.2,Moderate,Budget,Medium Value,Heart rate monitoring feels reliable and the hydration reminders really help.
FT101010,35-44,Male,Working Professional,Tier 2,40800.0,25K-50K,Diploma,Muscle Gain,Advanced,5,High,9300,5.6,Poor,Medium,Average,1.5,High,No,Yes,No,No,Medium,Medium,High,Moderate,Yes,No,Yes,Yes,No,Yes,Yes,Medium,High,Budget / Value,1250.0,< 3K,2400,Full Payment,Low,No,4,Yes,No,Medium,High,2,59.8,62.6,56.6,52.5,50.9,62.9,65.8,High,Budget,Medium Value,Step counting is accurate and syncing with the app is fast and seamless.
FT101011,25-34,Female,Self-Employed,Tier 2,72300.0,50K-1L,Graduate,Weight Loss,Beginner,0,Low,3100,5.5,Poor,Low,Average,2.2,High,No,Yes,No,No,High,High,Medium,Minimal,No,No,Yes,No,Yes,Yes,Yes,High,Medium,No Preference,2800.0,3K-6K,5300,Full Payment,High,Yes,4,Yes,No,Medium,High,1,61.3,13.8,59.5,75.5,78.2,72.6,62.6,Moderate,Mid-Range,Medium Value,"Great value for money, the app is smooth and the design looks premium."
FT101012,25-34,Female,Working Professional,Tier 2,63300.0,50K-1L,Graduate,Weight Loss,Beginner,0,Low,3500,5.3,Poor,High,Average,1.2,High,Yes,Yes,No,No,Medium,High,High,Minimal,No,No,No,Yes,Yes,No,Yes,Medium,High,No Preference,2020.0,3K-6K,4400,Full Payment,Low,Yes,3,No,No,Low,Medium,1,79.3,15.2,75.0,48.9,48.4,38.9,49.0,High,Budget,Low Value,"I love the sleep tracking, it is accurate and easy to understand."
FT101013,55+,Female,Retired,Tier 2,27400.0,25K-50K,High School,Stress Management,Beginner,0,Low,3600,6.8,Average,Medium,Good,2.6,Low,No,Yes,No,No,Low,Medium,High,Moderate,No,No,No,Yes,Yes,No,No,High,Medium,No Preference,290.0,3K-6K,5300,Full Payment,High,No,2,No,No,Medium,Low,0,50.0,12.2,50.8,35.8,81.8,32.5,47.1,Moderate,Mid-Range,Low Value,"Design is decent, battery is average, app could improve a little."
FT101014,25-34,Male,Self-Employed,Tier 2,51700.0,50K-1L,Post Graduate,Muscle Gain,Intermediate,3,Medium,5000,6.0,Poor,Medium,Average,2.1,Medium,No,Yes,No,No,High,Low,Medium,Moderate,Yes,No,No,Yes,No,No,No,High,High,Budget / Value,1010.0,3K-6K,5400,Full Payment,High,Yes,3,No,No,Low,Medium,1,62.3,37.8,64.2,57.3,84.3,48.2,54.6,High,Mid-Range,Medium Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
FT101015,18-24,Female,Student,Tier 3,8800.0,< 25K,High School,Better Sleep,Intermediate,2,Medium,4600,7.4,Good,Low,Average,1.9,Low,No,Yes,No,No,Medium,Medium,Medium,Frequent,Yes,Yes,Yes,No,No,No,Yes,Low,Medium,No Preference,480.0,< 3K,1200,Full Payment,Low,No,3,No,No,Low,High,1,27.9,47.5,30.6,50.7,57.2,41.9,67.9,Low,Budget,Low Value,The app keeps crashing and the notifications are unreliable.
FT101016,35-44,Male,Working Professional,Tier 1,74900.0,50K-1L,High School,Better Sleep,Advanced,4,High,6500,5.0,Poor,High,Poor,2.4,High,No,No,No,No,Low,Medium,High,Frequent,No,Yes,Yes,Yes,No,No,No,Medium,Medium,Budget / Value,3350.0,6K-10K,6700,Full Payment,Medium,No,2,No,No,Low,Medium,0,81.1,47.5,67.5,18.4,69.6,26.4,37.3,High,Mid-Range,Low Value,The app keeps crashing and the notifications are unreliable.
FT101017,45-54,Male,Homemaker,Tier 2,20200.0,< 25K,High School,Muscle Gain,Beginner,0,Low,7500,6.6,Poor,High,Good,2.2,High,No,No,Yes,Yes,Medium,High,Medium,Moderate,Yes,Yes,No,No,No,Yes,No,Medium,High,Premium / Trusted,780.0,3K-6K,5300,Full Payment,Medium,Yes,3,Yes,No,Medium,High,1,75.6,26.5,69.5,51.0,69.8,53.1,41.7,High,Mid-Range,Medium Value,Step counting is accurate and syncing with the app is fast and seamless.
FT101018,18-24,Male,Student,Tier 2,17000.0,< 25K,Graduate,Muscle Gain,Beginner,1,Low,5900,7.1,Average,Low,Average,2.2,Low,Yes,Yes,Yes,Yes,High,Medium,Low,Frequent,No,Yes,No,No,No,Yes,Yes,High,Medium,Premium / Trusted,140.0,6K-10K,6700,Full Payment,High,No,4,Yes,Yes,High,High,6,36.6,29.9,37.7,81.0,94.8,64.3,74.2,Low,Mid-Range,Medium Value,"Affordable, lightweight and the companion app is very beginner friendly."
FT101019,25-34,Male,Working Professional,Tier 3,48400.0,25K-50K,Post Graduate,Better Sleep,Beginner,0,Low,3300,6.5,Average,Medium,Average,2.3,Low,No,No,No,Yes,Medium,High,Low,Minimal,Yes,No,Yes,Yes,Yes,Yes,Yes,Low,High,No Preference,2740.0,3K-6K,4800,Full Payment,Low,Yes,2,No,Yes,High,Medium,0,55.0,16.8,56.7,35.4,43.2,33.2,42.1,Moderate,Budget,Low Value,"The watch is okay, does the basic job of counting steps."
FT101020,45-54,Male,Working Professional,Tier 1,86000.0,50K-1L,Post Graduate,Stress Management,Intermediate,4,High,9900,5.6,Poor,High,Good,2.3,High,Yes,Yes,Yes,Yes,Medium,High,High,Frequent,Yes,Yes,Yes,No,No,Yes,No,Medium,High,Budget / Value,5470.0,6K-10K,7200,Full Payment,Medium,Yes,3,No,Yes,Low,Medium,0,58.0,54.8,53.2,67.3,69.5,45.0,73.7,High,Mid-Range,Medium Value,"The watch is okay, does the basic job of counting steps."
FT101021,35-44,Female,Working Professional,Tier 2,66300.0,50K-1L,Post Graduate,Better Sleep,Beginner,2,Medium,7400,5.4,Poor,Medium,Average,2.6,Medium,No,No,Yes,Yes,High,High,Low,Minimal,No,Yes,No,Yes,No,Yes,No,High,Medium,Budget / Value,680.0,6K-10K,6100,Full Payment,Medium,Yes,3,No,No,Medium,Low,1,61.5,32.3,63.8,64.2,72.5,49.3,39.3,High,Mid-Range,Medium Value,"It works as expected, neither impressed nor disappointed so far."
FT101022,55+,Female,Homemaker,Tier 1,25200.0,25K-50K,Graduate,Medical / Recovery,Advanced,5,High,6000,5.4,Poor,Medium,Poor,2.5,Low,Yes,Yes,No,No,Low,Medium,High,Moderate,Yes,Yes,Yes,No,Yes,No,Yes,High,Medium,No Preference,1260.0,3K-6K,3800,Full Payment,Medium,No,3,No,No,Medium,High,2,61.5,60.0,65.1,38.1,71.6,45.2,60.8,High,Budget,Medium Value,"Too expensive for the features offered, the price could be lower."
FT101023,25-34,Female,Working Professional,Tier 1,88000.0,50K-1L,Graduate,General Fitness,Beginner,1,Low,3700,6.1,Poor,Medium,Good,3.2,Medium,No,Yes,No,No,Medium,Medium,Medium,Minimal,No,No,Yes,No,No,No,Yes,Medium,Low,Premium / Trusted,1410.0,6K-10K,7500,Full Payment,Medium,Yes,3,No,Yes,Medium,Medium,0,59.8,17.7,58.3,50.9,63.6,44.2,45.4,High,Mid-Range,Low Value,"It works as expected, neither impressed nor disappointed so far."
FT101024,35-44,Male,Homemaker,Tier 2,29800.0,25K-50K,Graduate,Stress Management,Intermediate,1,Low,4100,5.6,Poor,High,Average,1.9,High,No,No,No,No,High,High,Medium,Moderate,Yes,Yes,Yes,Yes,No,No,Yes,High,Medium,Premium / Trusted,1960.0,6K-10K,7000,Full Payment,Medium,Yes,3,No,No,Low,Low,0,80.1,31.2,77.7,44.9,62.5,43.8,48.1,High,Mid-Range,Low Value,Customer support was slow and the device disconnects from the app often.
FT101025,25-34,Female,Working Professional,Tier 1,46800.0,25K-50K,High School,Stress Management,Intermediate,3,Medium,7400,6.3,Poor,High,Average,2.5,High,No,No,No,No,Low,Low,Medium,Moderate,Yes,No,Yes,Yes,No,No,No,Medium,High,Budget / Value,2200.0,3K-6K,5000,Full Payment,Low,No,2,No,No,Medium,Low,0,72.5,43.5,69.4,20.1,50.5,20.7,30.9,High,Mid-Range,Low Value,Customer support was slow and the device disconnects from the app often.
FT101026,45-54,Female,Homemaker,Tier 3,21300.0,< 25K,Post Graduate,Weight Loss,Beginner,0,Low,2600,5.1,Poor,High,Average,4.3,High,No,No,No,No,Low,Medium,Medium,Minimal,Yes,No,No,Yes,No,Yes,Yes,High,Medium,No Preference,880.0,3K-6K,3000,Full Payment,High,Yes,3,No,No,Medium,Low,1,80.8,13.9,80.5,18.2,94.7,38.9,27.5,High,Budget,Low Value,Hard to set up for beginners and too many confusing notifications.
FT101027,25-34,Male,Self-Employed,Tier 3,38800.0,25K-50K,Graduate,Muscle Gain,Intermediate,4,High,7200,6.4,Poor,High,Average,2.3,High,No,Yes,No,No,Medium,Medium,Medium,Frequent,No,Yes,Yes,Yes,No,Yes,Yes,High,Medium,No Preference,430.0,3K-6K,3500,Full Payment,Low,Yes,3,No,No,High,Low,1,71.2,46.4,62.0,51.2,53.1,49.4,72.3,High,Budget,Medium Value,"The watch is okay, does the basic job of counting steps."
FT101028,35-44,Female,Homemaker,Tier 1,46600.0,25K-50K,Graduate,General Fitness,Beginner,2,Medium,4400,6.9,Average,High,Poor,2.3,Medium,No,No,No,No,Medium,High,High,Frequent,Yes,Yes,Yes,No,Yes,Yes,Yes,Medium,Low,No Preference,1860.0,6K-10K,6100,Full Payment,Medium,No,2,No,No,Low,Medium,0,71.6,28.5,68.2,32.8,70.6,34.0,55.2,High,Mid-Range,Low Value,I am worried about my health data privacy and how it is stored.
FT101029,25-34,Male,Working Professional,Tier 3,39400.0,25K-50K,Graduate,General Fitness,Intermediate,4,High,9300,6.6,Average,Low,Average,1.3,Low,No,Yes,No,No,Low,Medium,High,Moderate,Yes,Yes,No,No,No,No,Yes,High,Medium,Budget / Value,2040.0,< 3K,1700,Full Payment,Low,No,3,No,No,High,Low,0,34.9,61.2,34.3,37.9,45.8,37.7,52.1,Low,Budget,Low Value,The battery drains too quickly and charging takes very long.
FT101030,25-34,Male,Working Professional,Tier 2,67700.0,50K-1L,Post Graduate,Weight Loss,Intermediate,5,High,5900,6.0,Poor,High,Poor,1.7,High,No,No,No,No,Medium,Medium,Medium,Minimal,Yes,Yes,Yes,No,Yes,No,Yes,High,Medium,Budget / Value,1080.0,6K-10K,6200,Full Payment,Low,No,4,Yes,No,High,High,4,69.5,48.6,71.2,26.0,48.9,54.3,34.5,High,Mid-Range,Medium Value,Hard to set up for beginners and too many confusing notifications.
FT101031,35-44,Male,Working Professional,Tier 2,41400.0,25K-50K,Diploma,Stress Management,Intermediate,2,Medium,4400,5.4,Poor,High,Poor,2.2,High,No,Yes,No,No,High,High,Medium,Moderate,Yes,Yes,No,Yes,Yes,Yes,Yes,Medium,High,No Preference,690.0,6K-10K,6900,Full Payment,Medium,Yes,4,Yes,No,Low,Medium,1,81.2,31.4,85.8,58.8,67.1,62.0,72.3,High,Mid-Range,Medium Value,Heart rate monitoring feels reliable and the hydration reminders really help.
FT101032,25-34,Male,Working Professional,Tier 3,34500.0,25K-50K,Graduate,Stress Management,Beginner,1,Low,800,6.6,Average,Low,Poor,2.7,Medium,No,Yes,No,Yes,High,Medium,Medium,Minimal,Yes,No,Yes,Yes,Yes,Yes,Yes,High,High,No Preference,1840.0,< 3K,2100,Full Payment,Low,No,3,No,Yes,Medium,Medium,0,56.2,21.6,54.6,64.3,57.8,46.9,67.2,Low,Budget,Medium Value,Sleep tracking data seems wrong and the design feels cheap.
FT101033,45-54,Male,Working Professional,Tier 2,73800.0,50K-1L,Graduate,Muscle Gain,Advanced,6,High,7700,6.9,Average,Low,Average,2.8,Low,No,Yes,No,Yes,Low,Medium,Medium,Minimal,No,No,No,No,No,No,Yes,Medium,Low,No Preference,4320.0,6K-10K,6200,Full Payment,Medium,No,3,No,Yes,Medium,Low,0,40.6,74.7,36.2,41.0,69.4,42.6,37.6,Low,Mid-Range,Low Value,"The watch is okay, does the basic job of counting steps."
FT101034,25-34,Male,Self-Employed,Tier 1,95100.0,50K-1L,Post Graduate,Weight Loss,Advanced,5,High,9100,7.2,Average,Medium,Good,2.6,High,No,Yes,No,No,Medium,Medium,High,Minimal,No,Yes,Yes,No,No,No,Yes,Low,Medium,Budget / Value,1010.0,3K-6K,4300,Full Payment,Medium,Yes,3,No,No,Low,Low,0,42.5,67.6,39.6,52.3,65.6,38.2,50.2,Moderate,Budget,Low Value,"Reasonable device for the price, a few features could be better."
FT101035,35-44,Male,Working Professional,Tier 1,57700.0,50K-1L,High School,Muscle Gain,Intermediate,3,Medium,6900,6.7,Average,Medium,Poor,2.9,Low,No,No,No,No,Low,High,Low,Moderate,Yes,No,No,Yes,No,No,No,High,Medium,Premium / Trusted,890.0,6K-10K,7500,Full Payment,High,No,3,No,No,Medium,Medium,0,58.9,53.4,56.0,18.0,88.2,39.1,25.9,Moderate,Mid-Range,Low Value,"Reasonable device for the price, a few features could be better."
FT101036,25-34,Female,Self-Employed,Tier 2,49600.0,25K-50K,High School,Weight Loss,Advanced,7,High,10100,7.2,Average,Low,Average,1.5,Low,No,Yes,Yes,No,High,High,High,Minimal,Yes,No,Yes,Yes,No,Yes,Yes,Medium,Low,Budget / Value,1320.0,3K-6K,3400,Full Payment,Medium,No,4,Yes,No,Medium,Medium,1,31.7,77.7,33.2,84.8,65.9,56.9,70.1,Low,Budget,Medium Value,"Design is decent, battery is average, app could improve a little."
FT101037,25-34,Male,Working Professional,Tier 3,64000.0,50K-1L,Graduate,General Fitness,Beginner,2,Medium,7200,5.5,Poor,High,Good,2.7,High,No,Yes,Yes,Yes,High,High,Medium,Moderate,No,Yes,No,No,No,Yes,No,High,Medium,Premium / Trusted,4130.0,6K-10K,7400,Full Payment,Low,No,4,Yes,No,Medium,High,3,73.4,32.5,61.9,81.3,45.5,66.7,63.0,High,Mid-Range,Medium Value,"Great value for money, the app is smooth and the design looks premium."
FT101038,25-34,Male,Homemaker,Tier 2,20300.0,< 25K,Post Graduate,General Fitness,Beginner,1,Low,6500,6.4,Average,Low,Good,2.3,Low,No,Yes,No,No,Low,Medium,Medium,Moderate,Yes,No,Yes,Yes,No,No,No,Medium,High,No Preference,220.0,< 3K,2100,Full Payment,Medium,No,3,No,No,Low,Low,0,38.9,34.5,43.2,30.5,80.6,45.0,49.5,Low,Budget,Medium Value,"It works as expected, neither impressed nor disappointed so far."
FT101039,18-24,Male,Student,Tier 1,41600.0,25K-50K,Post Graduate,Better Sleep,Beginner,1,Low,4000,6.5,Average,Medium,Average,2.4,Low,No,Yes,No,No,Low,Medium,Medium,Frequent,No,No,No,No,No,No,No,High,Low,No Preference,360.0,3K-6K,5900,Full Payment,Low,No,3,No,Yes,High,Low,0,56.6,15.8,58.3,41.5,47.7,39.2,47.5,Moderate,Mid-Range,Low Value,"Average experience overall, nothing special but works fine."
FT101040,18-24,Female,Student,Tier 1,31000.0,25K-50K,Graduate,General Fitness,Beginner,3,Medium,6800,7.1,Average,Medium,Good,2.0,Low,Yes,Yes,Yes,Yes,High,Medium,Medium,Frequent,Yes,No,Yes,No,No,Yes,Yes,High,High,Budget / Value,1800.0,3K-6K,4700,Full Payment,Medium,Yes,3,No,Yes,High,Medium,2,49.1,38.3,46.7,84.4,71.8,51.7,79.7,Moderate,Budget,Medium Value,"Affordable, lightweight and the companion app is very beginner friendly."
FT101041,35-44,Female,Self-Employed,Tier 3,28900.0,25K-50K,Diploma,Muscle Gain,Intermediate,3,Medium,5500,7.3,Average,Medium,Average,1.5,Medium,No,No,No,No,Medium,High,Low,Frequent,Yes,Yes,Yes,Yes,No,Yes,No,High,High,Premium / Trusted,850.0,3K-6K,4500,Full Payment,Medium,Yes,3,No,No,Medium,High,0,42.5,43.9,56.4,28.1,72.4,49.6,49.3,Moderate,Budget,Medium Value,"It works as expected, neither impressed nor disappointed so far."
FT101042,35-44,Female,Self-Employed,Tier 1,69900.0,50K-1L,Diploma,Better Sleep,Intermediate,3,Medium,7400,5.6,Average,Low,Average,1.3,Medium,Yes,Yes,No,Yes,Medium,Low,Medium,Minimal,Yes,No,No,Yes,No,Yes,Yes,Medium,Medium,Premium / Trusted,2590.0,6K-10K,8100,Full Payment,Medium,Yes,3,No,No,Medium,Low,0,39.6,50.4,46.2,50.0,67.4,48.8,53.6,Low,Mid-Range,Medium Value,"Design is decent, battery is average, app could improve a little."
FT101043,35-44,Male,Self-Employed,Tier 2,37500.0,25K-50K,Graduate,General Fitness,Beginner,2,Medium,3100,8.2,Good,Low,Average,2.6,Low,No,No,No,No,Medium,High,Medium,Frequent,Yes,No,Yes,No,Yes,No,Yes,Medium,Medium,Premium / Trusted,880.0,3K-6K,3800,Full Payment,High,No,2,No,No,Medium,High,1,24.9,33.6,29.0,29.8,91.0,27.4,45.6,Low,Budget,Low Value,The battery drains too quickly and charging takes very long.
FT101044,18-24,Male,Self-Employed,Tier 2,65900.0,50K-1L,Diploma,Better Sleep,Beginner,3,Medium,9500,7.5,Good,Low,Average,2.7,Low,No,No,No,No,High,High,Low,Moderate,Yes,Yes,Yes,No,No,No,Yes,High,Medium,Budget / Value,2550.0,3K-6K,4300,Full Payment,Medium,Yes,3,No,No,Low,High,5,31.0,45.4,28.7,38.0,75.3,37.4,41.4,Low,Budget,Low Value,"Design is decent, battery is average, app could improve a little."
FT101045,25-34,Female,Working Professional,Tier 1,103700.0,1L-2L,Graduate,Weight Loss,Intermediate,4,High,9500,6.8,Average,Medium,Average,2.2,Medium,No,No,No,No,High,High,Low,Minimal,Yes,No,Yes,No,Yes,No,Yes,Medium,Low,Premium / Trusted,3760.0,6K-10K,8000,Full Payment,High,Yes,3,No,No,Low,Low,0,51.0,57.6,41.0,41.1,83.4,35.2,35.5,Moderate,Mid-Range,Low Value,Hard to set up for beginners and too many confusing notifications.
FT101046,18-24,Male,Working Professional,Tier 1,88700.0,50K-1L,Post Graduate,General Fitness,Intermediate,4,High,5200,4.7,Poor,High,Good,2.3,High,No,Yes,No,No,Medium,High,High,Moderate,Yes,Yes,Yes,Yes,No,Yes,Yes,High,High,Premium / Trusted,680.0,6K-10K,6800,Full Payment,High,Yes,3,No,No,Low,Low,1,65.5,38.1,60.9,56.1,86.5,45.5,71.3,High,Mid-Range,Medium Value,The battery drains too quickly and charging takes very long.
FT101047,35-44,Female,Working Professional,Tier 1,78700.0,50K-1L,Graduate,Weight Loss,Advanced,6,High,8200,5.6,Poor,High,Average,1.7,High,Yes,Yes,No,No,Medium,Medium,High,Moderate,Yes,No,Yes,Yes,Yes,No,No,Low,High,Budget / Value,1410.0,6K-10K,6400,Full Payment,Medium,No,3,No,No,Low,Medium,0,75.9,63.5,67.3,54.3,65.2,39.2,62.1,High,Mid-Range,Low Value,"Too expensive for the features offered, the price could be lower."
FT101048,45-54,Female,Working Professional,Tier 1,59500.0,50K-1L,Graduate,Muscle Gain,Beginner,2,Medium,6000,6.9,Average,Medium,Good,2.7,Low,No,Yes,No,No,Low,Medium,Medium,Moderate,Yes,No,Yes,Yes,No,Yes,No,High,Low,Budget / Value,540.0,3K-6K,4400,Full Payment,Medium,Yes,3,No,No,Low,Medium,0,46.3,34.0,46.0,42.0,67.8,36.5,57.8,Moderate,Budget,Low Value,"Reasonable device for the price, a few features could be better."
FT101049,18-24,Male,Student,Tier 2,12000.0,< 25K,High School,Medical / Recovery,Intermediate,2,Medium,4600,5.3,Poor,High,Average,2.3,High,Yes,No,No,Yes,Medium,High,Low,Frequent,Yes,Yes,No,Yes,No,No,No,Medium,Medium,Premium / Trusted,160.0,3K-6K,5800,Full Payment,Low,No,3,No,Yes,Low,Medium,1,79.9,33.4,73.6,32.4,56.5,47.0,42.2,High,Mid-Range,Medium Value,Customer support was slow and the device disconnects from the app often.
FT101050,35-44,Female,Working Professional,Tier 3,32200.0,25K-50K,Diploma,Muscle Gain,Beginner,4,High,8400,4.6,Poor,Medium,Average,2.0,Medium,No,Yes,No,No,Low,Low,Medium,Moderate,Yes,Yes,No,Yes,No,Yes,No,High,Medium,Premium / Trusted,500.0,3K-6K,4800,Full Payment,High,No,2,No,Yes,Medium,Low,1,53.3,41.9,53.3,29.0,96.5,20.9,53.3,High,Budget,Low Value,The app keeps crashing and the notifications are unreliable.
